#hg19.ensGene.name	hg19.ensGene.chrom	hg19.ensGene.strand	hg19.ensGene.txStart	hg19.ensGene.txEnd	hg19.ensGene.cdsStart	hg19.ensGene.cdsEnd	hg19.ensGene.exonCount	hg19.ensGene.exonStarts	hg19.ensGene.exonEnds	hg19.ensemblToGeneName.value
ENST00000485790	chr21	-	33073071	33104274	33104274	33104274	7	33073071,33074088,33074556,33076077,33077735,33078586,33103975,	33073484,33074231,33074692,33076239,33077780,33078670,33104274,	SCAF4
ENST00000445197	chr21	+	33078867	33079177	33079177	33079177	1	33078867,	33079177,	HMGN1P2
ENST00000610276	chr21	+	33108044	33108720	33108720	33108720	1	33108044,	33108720,	AP000255.6
ENST00000458495	chr21	+	33212652	33213170	33213170	33213170	1	33212652,	33213170,	TPT1P1
ENST00000430354	chr21	+	33296863	33340646	33296863	33340646	4	33296863,33312476,33318347,33340561,	33297072,33312532,33318483,33340646,	HUNK
ENST00000465574	chr21	+	33346489	33368240	33368240	33368240	4	33346489,33355838,33362441,33368080,	33347029,33355922,33362489,33368240,	HUNK
ENST00000439107	chr21	+	33347014	33416946	33347014	33416425	5	33347014,33355838,33362441,33368080,33416414,	33347029,33355922,33362489,33368261,33416946,	HUNK
ENST00000437109	chr21	-	33393278	33394095	33394095	33394095	2	33393278,33393792,	33393591,33394095,	HUNK-AS1
ENST00000411605	chr21	-	33452628	33458608	33458608	33458608	3	33452628,33455786,33458516,	33452830,33455930,33458608,	LINC00159
ENST00000581586	chr21	+	33524216	33524320	33524320	33524320	1	33524216,	33524320,	AP000261.1
ENST00000565959	chr21	-	33632114	33633896	33633896	33633896	1	33632114,	33633896,	AP000265.1
ENST00000290130	chr21	-	33640529	33651380	33641347	33651325	5	33640529,33642017,33642717,33647140,33650991,	33641428,33642114,33642840,33647207,33651380,	MIS18A
ENST00000486363	chr21	-	33641918	33642889	33642889	33642889	2	33641918,33642717,	33642114,33642889,	MIS18A
ENST00000453549	chr21	+	33650173	33653299	33653299	33653299	3	33650173,33650691,33652903,	33650395,33650842,33653299,	MIS18A-AS1
ENST00000497833	chr21	+	33664123	33684601	33684601	33684601	4	33664123,33665303,33678950,33683994,	33664160,33665443,33679050,33684601,	MRAP
ENST00000399784	chr21	+	33664123	33684601	33671282	33684307	5	33664123,33665303,33671272,33678950,33683994,	33664160,33665443,33671388,33679050,33684601,	MRAP
ENST00000303645	chr21	+	33671160	33684601	33671282	33684307	3	33671160,33678950,33683994,	33671388,33679050,33684601,	MRAP
ENST00000450936	chr21	-	33678774	33681048	33681048	33681048	2	33678774,33680829,	33679137,33681048,	AP000266.7
ENST00000480196	chr21	-	33705421	33709404	33709404	33709404	3	33705421,33706471,33709402,	33705728,33706643,33709404,	URB1
ENST00000492603	chr21	-	33706517	33707939	33707939	33707939	2	33706517,33707514,	33706643,33707939,	URB1
ENST00000493105	chr21	-	33714825	33715062	33715062	33715062	1	33714825,	33715062,	RN7SL109P
ENST00000363922	chr21	-	33749495	33749631	33749631	33749631	1	33749495,	33749631,	SNORA80
ENST00000534991	chr21	+	33765438	33766254	33765531	33765717	1	33765438,	33766254,	C21orf119
ENST00000481638	chr21	+	33785071	33805592	33805592	33805592	2	33785071,33805458,	33785321,33805592,	EVA1C
ENST00000464037	chr21	+	33824492	33887699	33887699	33887699	7	33824492,33829904,33840003,33867336,33873724,33876235,33887123,	33825816,33830028,33840156,33867480,33873805,33876325,33887699,	EVA1C
ENST00000496615	chr21	+	33865962	33887190	33887190	33887190	5	33865962,33867336,33873724,33876235,33887123,	33866072,33867480,33873805,33876325,33887190,	EVA1C
ENST00000485488	chr21	+	33867426	33887699	33887699	33887699	3	33867426,33876235,33887123,	33867480,33876325,33887699,	EVA1C
ENST00000448649	chr21	+	33869121	33869621	33869621	33869621	1	33869121,	33869621,	EXOSC3P1
ENST00000516236	chr21	+	33910608	33910744	33910744	33910744	1	33910608,	33910744,	SNORA33
ENST00000517141	chr21	+	33935384	33935520	33935520	33935520	1	33935384,	33935520,	RNA5SP490
ENST00000300258	chr21	-	33948861	33957843	33949083	33956614	5	33948861,33951003,33954509,33956470,33957730,	33949233,33951141,33954725,33956615,33957843,	TCP10L
ENST00000472557	chr21	-	33948968	33957843	33949083	33954611	4	33948968,33951003,33954509,33957730,	33949233,33951141,33954725,33957843,	TCP10L
ENST00000491828	chr21	-	33948968	33954744	33949899	33954611	4	33948968,33949735,33951003,33954509,	33949233,33949986,33951141,33954744,	TCP10L
ENST00000582575	chr21	-	33949157	33959683	33949157	33956614	5	33949157,33951003,33954509,33956470,33959622,	33949233,33951141,33954725,33956615,33959683,	TCP10L
ENST00000431216	chr21	-	33951131	33984456	33951131	33984456	8	33951131,33954509,33974581,33975470,33976434,33979958,33982147,33984414,	33951141,33954725,33974677,33975602,33976593,33980026,33982315,33984456,	AP000275.65
ENST00000553001	chr21	-	33951132	33984591	33951132	33984553	7	33951132,33954509,33975470,33976434,33979958,33982147,33984414,	33951141,33954725,33975602,33976593,33980026,33982315,33984591,	AP000275.65
ENST00000431599	chr21	-	33964388	33975547	33964566	33975547	2	33964388,33975470,	33964728,33975547,	C21orf59
ENST00000290155	chr21	-	33973976	33985176	33974172	33984553	7	33973976,33974581,33975470,33976434,33979958,33982147,33984414,	33974283,33974677,33975602,33976593,33980026,33982315,33985176,	C21orf59
ENST00000382549	chr21	-	33973976	33984896	33975398	33984553	5	33973976,33976434,33979958,33982147,33984414,	33975602,33976593,33980026,33982315,33984896,	C21orf59
ENST00000440966	chr21	-	33973976	33984662	33974172	33984553	6	33973976,33975470,33976434,33979958,33982147,33984414,	33974283,33975602,33976593,33980026,33982315,33984662,	C21orf59
ENST00000425336	chr21	-	33974012	33976510	33974533	33976510	3	33974012,33975470,33976434,	33974677,33975602,33976510,	C21orf59
ENST00000300260	chr21	-	33974094	33984913	33976483	33984553	6	33974094,33974581,33975470,33976434,33982147,33984414,	33974283,33974677,33975602,33976593,33982315,33984913,	C21orf59
ENST00000483315	chr21	-	33974119	33976823	33976823	33976823	2	33974119,33976434,	33975602,33976823,	C21orf59
ENST00000540881	chr21	-	33974755	33984896	33975398	33984553	4	33974755,33976434,33979958,33984414,	33975602,33976593,33980026,33984896,	C21orf59
ENST00000458138	chr21	-	33975534	33984865	33975534	33984553	5	33975534,33976434,33979958,33982147,33984414,	33975602,33976593,33980026,33982264,33984865,	C21orf59
ENST00000435600	chr21	+	33993358	33994406	33994406	33994406	1	33993358,	33994406,	OR7E23P
ENST00000411943	chr21	-	33996725	33997406	33997406	33997406	2	33996725,33997094,	33996803,33997406,	AP000275.64
ENST00000438952	chr21	-	34001072	34018020	34007173	34018020	8	34001072,34007170,34011217,34011980,34014205,34014404,34017277,34017955,	34004111,34007194,34011435,34012089,34014276,34014443,34017316,34018020,	SYNJ1
ENST00000418301	chr21	-	34004087	34014255	34007173	34014255	5	34004087,34007170,34011217,34011980,34014205,	34004111,34007191,34011435,34012089,34014255,	SYNJ1
ENST00000416083	chr21	-	34011323	34018029	34011323	34018029	4	34011323,34011980,34014205,34017955,	34011435,34012089,34014276,34018029,	SYNJ1
ENST00000467445	chr21	-	34022493	34026411	34026411	34026411	2	34022493,34025597,	34022656,34026411,	SYNJ1
ENST00000464778	chr21	-	34029000	34030871	34030871	34030871	4	34029000,34029312,34030025,34030780,	34029212,34029430,34030182,34030871,	SYNJ1
ENST00000458479	chr21	+	34100425	34105227	34105227	34105227	2	34100425,34104829,	34102972,34105227,	PAXBP1-AS1
ENST00000440052	chr21	+	34100449	34115433	34115433	34115433	4	34100449,34105899,34110582,34114572,	34102972,34105968,34110652,34115433,	PAXBP1-AS1
ENST00000455170	chr21	+	34102662	34109784	34109784	34109784	3	34102662,34105899,34109683,	34102972,34105968,34109784,	PAXBP1-AS1
ENST00000331923	chr21	-	34106209	34144169	34107260	34143979	18	34106209,34109564,34110483,34115558,34115988,34117102,34117884,34120809,34123227,34123429,34127540,34131390,34132087,34133369,34134406,34136658,34142124,34143636,	34107378,34109719,34110630,34115625,34116065,34117224,34118029,34121009,34123343,34123529,34127664,34131580,34132305,34133473,34134628,34136835,34142253,34144169,	PAXBP1
ENST00000466846	chr21	-	34106210	34129105	34129105	34129105	11	34106210,34109564,34110483,34115558,34115988,34117102,34117884,34120809,34123227,34123429,34127523,	34107378,34109719,34110630,34115625,34116065,34117224,34118029,34121009,34123343,34123529,34129105,	PAXBP1
ENST00000443785	chr21	-	34107130	34143998	34123517	34143979	18	34107130,34109564,34110483,34115558,34115988,34117102,34117884,34120809,34123227,34123429,34127523,34131390,34132087,34133369,34134406,34136658,34142124,34143636,	34107378,34109719,34110630,34115625,34116065,34117224,34118029,34121009,34123343,34123529,34127664,34131580,34132305,34133473,34134628,34136835,34142253,34143998,	PAXBP1
ENST00000497873	chr21	-	34107136	34124435	34124435	34124435	10	34107136,34109564,34110483,34115558,34115988,34117102,34117884,34120809,34123227,34123429,	34107378,34109719,34110630,34115625,34116065,34117224,34118029,34121009,34123343,34124435,	PAXBP1
ENST00000290178	chr21	-	34113703	34143979	34113819	34143979	16	34113703,34115558,34115988,34117102,34117884,34120809,34123227,34123429,34127540,34131390,34132087,34133369,34134406,34136658,34142124,34143636,	34113933,34115625,34116065,34117224,34118029,34121009,34123343,34123529,34127664,34131580,34132305,34133473,34134628,34136835,34142253,34143979,	PAXBP1
ENST00000445049	chr21	-	34113729	34115579	34115320	34115579	4	34113729,34114670,34115271,34115558,	34113933,34114812,34115377,34115579,	PAXBP1
ENST00000421049	chr21	-	34120869	34127622	34123517	34127622	3	34120869,34123429,34127523,	34121009,34123529,34127622,	PAXBP1
ENST00000472588	chr21	-	34128652	34143979	34143979	34143979	8	34128652,34131390,34132087,34133369,34134406,34136658,34142124,34143636,	34128679,34131580,34132305,34133473,34134628,34136835,34142253,34143979,	PAXBP1
ENST00000464256	chr21	-	34131712	34144103	34144103	34144103	6	34131712,34133369,34134406,34136658,34142124,34143636,	34132305,34133473,34134628,34136835,34142253,34144103,	PAXBP1
ENST00000382375	chr21	+	34144410	34171279	34157188	34169356	4	34144410,34157107,34160922,34169248,	34144619,34157230,34161012,34171279,	C21orf49
ENST00000382377	chr21	+	34144435	34170017	34170017	34170017	2	34144435,34169248,	34144583,34170017,	C21orf49
ENST00000382378	chr21	+	34144472	34169478	34157188	34169356	4	34144472,34157107,34160922,34169248,	34144631,34157230,34161012,34169478,	C21orf49
ENST00000491756	chr21	+	34144484	34169756	34169756	34169756	3	34144484,34160922,34169248,	34144619,34161012,34169756,	C21orf49
ENST00000477513	chr21	+	34144498	34169404	34157188	34169356	3	34144498,34157107,34169248,	34144619,34157230,34169404,	C21orf49
ENST00000536776	chr21	-	34162984	34180028	34166072	34166732	2	34162984,34179951,	34166796,34180028,	C21orf62
ENST00000490358	chr21	-	34165874	34186053	34166072	34166732	3	34165874,34182883,34185901,	34166796,34182964,34186053,	C21orf62
ENST00000487113	chr21	-	34165875	34185989	34166072	34166732	2	34165875,34185901,	34166796,34185989,	C21orf62
ENST00000382373	chr21	-	34165995	34185999	34166072	34185999	3	34165995,34182883,34185901,	34166694,34182964,34185999,	C21orf62
ENST00000479548	chr21	-	34166031	34185944	34166072	34166732	4	34166031,34179951,34182883,34185901,	34166796,34180026,34182964,34185944,	C21orf62
ENST00000444036	chr21	-	34213805	34214121	34214121	34214121	1	34213805,	34214121,	AP000281.1
ENST00000384370	chr21	-	34214170	34214305	34214305	34214305	1	34214170,	34214305,	SNORA70
ENST00000427911	chr21	-	34216676	34222244	34222244	34222244	2	34216676,34222204,	34217020,34222244,	AP000281.2
ENST00000424837	chr21	+	34331195	34332874	34332874	34332874	2	34331195,34332500,	34331397,34332874,	AP000282.3
ENST00000382357	chr21	+	34398152	34401504	34399170	34400142	2	34398152,34399108,	34398334,34401504,	OLIG2
ENST00000333337	chr21	+	34398242	34401504	34399170	34400142	1	34398242,	34401504,	OLIG2
ENST00000430860	chr21	+	34398242	34399357	34399170	34399357	2	34398242,34399108,	34398568,34399357,	OLIG2
ENST00000453716	chr21	+	34430134	34437289	34437289	34437289	5	34430134,34430406,34435097,34436581,34436908,	34430204,34430510,34435122,34436754,34437289,	LINC00945
ENST00000333063	chr21	+	34442449	34444725	34442600	34443368	1	34442449,	34444725,	OLIG1
ENST00000382348	chr21	+	34442449	34444726	34442552	34443368	1	34442449,	34444726,	OLIG1
ENST00000426947	chr21	+	34443270	34444719	34443270	34443368	2	34443270,34444357,	34443991,34444719,	OLIG1
ENST00000498799	chr21	+	34443973	34444719	34444719	34444719	2	34443973,34444357,	34444011,34444719,	OLIG1
ENST00000421051	chr21	-	34484004	34496009	34496009	34496009	3	34484004,34486691,34495917,	34485035,34486929,34496009,	AP000289.6
ENST00000450830	chr21	+	34528937	34531416	34531416	34531416	2	34528937,34531081,	34529051,34531416,	AP000290.7
ENST00000451980	chr21	-	34537775	34542541	34537976	34542474	4	34537775,34540747,34542000,34542445,	34537997,34540886,34542138,34542541,	C21orf54
ENST00000433395	chr21	+	34619078	34655517	34619078	34655517	7	34619078,34621013,34624966,34640698,34648900,34652056,34655398,	34619195,34621159,34625135,34640822,34649058,34652223,34655517,	AP000295.9
ENST00000432231	chr21	+	34621019	34655517	34621019	34648929	5	34621019,34624966,34648900,34652056,34655398,	34621159,34625135,34649058,34652223,34655517,	AP000295.9
ENST00000417007	chr21	+	34621048	34635062	34621048	34624496	5	34621048,34624442,34624966,34632901,34634865,	34621159,34624553,34625135,34633032,34635062,	IFNAR2
ENST00000411998	chr21	-	34636177	34638565	34638565	34638565	2	34636177,34638367,	34638207,34638565,	IL10RB-AS1
ENST00000290200	chr21	+	34638662	34669539	34638770	34668662	7	34638662,34640698,34648900,34652056,34655398,34660408,34668488,	34638819,34640822,34649058,34652223,34655546,34660566,34669539,	IL10RB
ENST00000422891	chr21	+	34638686	34668544	34638770	34652099	6	34638686,34640698,34652056,34655398,34660408,34668488,	34638819,34640822,34652223,34655546,34660566,34668544,	IL10RB
ENST00000493295	chr21	+	34640232	34669258	34669258	34669258	6	34640232,34648900,34652056,34655398,34660408,34668488,	34640822,34649058,34652223,34655546,34660566,34669258,	IL10RB
ENST00000498371	chr21	+	34640586	34660425	34660425	34660425	4	34640586,34652056,34655398,34660408,	34640822,34652223,34655546,34660425,	IL10RB
ENST00000451065	chr21	+	34648916	34668655	34648916	34666352	6	34648916,34652056,34655398,34660408,34666316,34668488,	34649058,34652223,34655546,34660566,34666432,34668655,	IL10RB
ENST00000609556	chr21	+	34681795	34682486	34682486	34682486	1	34681795,	34682486,	AP000295.10
ENST00000416947	chr21	+	34696733	34727997	34713311	34727855	11	34696733,34707829,34713304,34715573,34715840,34717551,34721396,34721694,34725063,34725943,34727621,	34696943,34707953,34713480,34715728,34715982,34717666,34721596,34721849,34725214,34726089,34727997,	IFNAR1
ENST00000493503	chr21	+	34696781	34707917	34707917	34707917	2	34696781,34707829,	34696943,34707917,	IFNAR1
ENST00000270139	chr21	+	34697208	34732168	34697360	34727855	11	34697208,34707829,34713304,34715573,34715840,34717551,34721396,34721694,34725063,34725943,34727621,	34697436,34707953,34713480,34715728,34715982,34717666,34721596,34721849,34725214,34726089,34732168,	IFNAR1
ENST00000442357	chr21	+	34697277	34728159	34697360	34727855	11	34697277,34707829,34713304,34715573,34715840,34717551,34721396,34721694,34725063,34725185,34727621,	34697436,34707953,34713480,34715728,34715982,34717666,34721596,34721849,34725161,34725201,34728159,	IFNAR1
ENST00000442071	chr21	+	34697277	34717583	34697360	34717583	4	34697277,34707829,34713304,34717551,	34697436,34707953,34713480,34717583,	IFNAR1
ENST00000451645	chr21	+	34706876	34707402	34707402	34707402	1	34706876,	34707402,	USF1P1
ENST00000290219	chr21	+	34775201	34809828	34775849	34809269	7	34775201,34787194,34793786,34799190,34804483,34805020,34809134,	34775922,34787327,34793992,34799339,34804643,34805178,34809828,	IFNGR2
ENST00000439213	chr21	+	34775732	34804523	34775849	34783833	7	34775732,34783141,34783750,34787194,34793786,34799190,34804483,	34775922,34783198,34783881,34787327,34793992,34799339,34804523,	IFNGR2
ENST00000381995	chr21	+	34775737	34809828	34775849	34809269	8	34775737,34783141,34787194,34793786,34799190,34804483,34805020,34809134,	34775922,34783198,34787327,34793992,34799339,34804643,34805178,34809828,	IFNGR2
ENST00000545369	chr21	+	34775746	34809251	34775849	34793827	6	34775746,34793786,34799190,34804483,34805020,34809134,	34775922,34793992,34799339,34804643,34805178,34809251,	IFNGR2
ENST00000405436	chr21	+	34775771	34809809	34793817	34809269	8	34775771,34783146,34787194,34793786,34799190,34804483,34805020,34809134,	34775922,34783198,34787327,34793992,34799339,34804643,34805178,34809809,	IFNGR2
ENST00000421802	chr21	+	34804625	34851655	34804625	34851110	3	34804625,34805020,34851104,	34804643,34805178,34851655,	IFNGR2
ENST00000420455	chr21	-	34804791	34852250	34823124	34841192	9	34804791,34811520,34821088,34828033,34832719,34837648,34839316,34841093,34852144,	34805109,34811604,34823170,34828091,34832812,34837716,34839429,34841233,34852250,	TMEM50B
ENST00000484377	chr21	-	34804791	34821271	34821271	34821271	4	34804791,34809189,34811520,34821088,	34805109,34809299,34811604,34821271,	TMEM50B
ENST00000470682	chr21	-	34805104	34821717	34821717	34821717	4	34805104,34811520,34821088,34821540,	34805109,34811604,34821186,34821717,	TMEM50B
ENST00000468874	chr21	-	34809190	34821496	34821496	34821496	4	34809190,34811520,34819324,34821088,	34809299,34811604,34819447,34821496,	TMEM50B
ENST00000542230	chr21	-	34821441	34852318	34823124	34841192	7	34821441,34828033,34832719,34837648,34839316,34841093,34852144,	34823170,34828091,34832812,34837716,34839429,34841233,34852318,	TMEM50B
ENST00000441128	chr21	-	34822827	34841233	34832776	34841192	4	34822827,34828033,34832719,34841093,	34823170,34828091,34832812,34841233,	TMEM50B
ENST00000442441	chr21	-	34822853	34852243	34828321	34841192	8	34822853,34828033,34828310,34832719,34837648,34839316,34841093,34852144,	34823170,34828091,34828404,34832812,34837716,34839429,34841233,34852243,	TMEM50B
ENST00000581654	chr21	+	34836772	34836865	34836865	34836865	1	34836772,	34836865,	AP000301.1
ENST00000474272	chr21	-	34837324	34839442	34839442	34839442	2	34837324,34839316,	34837716,34839442,	TMEM50B
ENST00000432504	chr21	-	34837684	34851596	34837684	34841192	5	34837684,34839316,34841093,34841837,34851415,	34837716,34839429,34841233,34841990,34851596,	TMEM50B
ENST00000459909	chr21	-	34840726	34852255	34852255	34852255	2	34840726,34852144,	34841233,34852255,	TMEM50B
ENST00000414617	chr21	-	34853886	34854502	34854502	34854502	1	34853886,	34854502,	RPS5P3
ENST00000450928	chr21	-	34854805	34856565	34856565	34856565	3	34854805,34855312,34856043,	34854895,34855366,34856565,	AP000302.58
ENST00000381947	chr21	-	34860496	34864027	34860533	34861700	2	34860496,34863908,	34861731,34864027,	DNAJC28
ENST00000314399	chr21	-	34860514	34863780	34860533	34861700	2	34860514,34863372,	34861731,34863780,	DNAJC28
ENST00000402202	chr21	-	34860525	34863998	34860533	34861700	2	34860525,34863724,	34861731,34863998,	DNAJC28
ENST00000381839	chr21	-	34876237	34915167	34876430	34911621	22	34876237,34876718,34877867,34878280,34882089,34883558,34889295,34889663,34892670,34893212,34894494,34897075,34900472,34900824,34901155,34903064,34903794,34904650,34906884,34907530,34911476,34914965,	34876622,34876834,34878009,34878411,34882227,34883765,34889448,34889915,34892869,34893322,34894589,34897307,34900641,34900910,34901243,34903190,34903863,34904762,34907059,34907626,34911662,34915167,	GART
ENST00000381831	chr21	-	34876237	34915148	34876430	34911621	22	34876237,34876718,34877867,34878280,34882089,34883558,34889295,34889663,34892670,34893212,34894494,34897075,34900472,34900824,34901155,34903064,34903794,34904650,34906884,34907530,34911476,34914892,	34876622,34876834,34878009,34878411,34882227,34883765,34889448,34889915,34892869,34893322,34894589,34897307,34900641,34900910,34901243,34903190,34903863,34904762,34907059,34907626,34911629,34915148,	GART
ENST00000381815	chr21	-	34876237	34914444	34876430	34911621	22	34876237,34876718,34877867,34878280,34882089,34883558,34889295,34889663,34892670,34893212,34894494,34897075,34900472,34900824,34901155,34903064,34903794,34904650,34906884,34907530,34911476,34914370,	34876622,34876834,34878009,34878411,34882227,34883765,34889448,34889915,34892869,34893322,34894589,34897307,34900641,34900910,34901243,34903190,34903863,34904762,34907059,34907626,34911662,34914444,	GART
ENST00000424203	chr21	-	34876239	34915198	34900621	34911621	22	34876239,34876718,34877867,34878280,34882089,34883558,34889295,34889663,34892670,34893212,34894494,34897075,34900472,34900820,34901155,34903064,34903794,34904650,34906884,34907530,34911476,34914896,	34876622,34876834,34878009,34878411,34882227,34883765,34889448,34889915,34892869,34893322,34894589,34897307,34900641,34900910,34901243,34903190,34903863,34904762,34907059,34907626,34911662,34915198,	GART
ENST00000543717	chr21	-	34876398	34895411	34876430	34894543	12	34876398,34876718,34877867,34878280,34882089,34883558,34889295,34889663,34892670,34893212,34894494,34895358,	34876622,34876834,34878009,34878411,34882227,34883765,34889448,34889915,34892869,34893322,34894589,34895411,	GART
ENST00000482663	chr21	-	34878346	34882640	34882640	34882640	2	34878346,34882089,	34878411,34882640,	GART
ENST00000487155	chr21	-	34881494	34883611	34883611	34883611	2	34881494,34883558,	34882227,34883611,	GART
ENST00000448054	chr21	-	34890916	34891415	34891415	34891415	1	34890916,	34891415,	BTF3P6
ENST00000460305	chr21	-	34892828	34897135	34897135	34897135	4	34892828,34893212,34894494,34897075,	34892952,34893322,34894589,34897135,	GART
ENST00000467575	chr21	-	34894497	34901070	34901070	34901070	3	34894497,34897075,34900472,	34894589,34897307,34901070,	GART
ENST00000361093	chr21	-	34896315	34914420	34897071	34911621	11	34896315,34900472,34900824,34901155,34903064,34903794,34904650,34906884,34907530,34911476,34914370,	34897307,34900641,34900910,34901243,34903190,34903863,34904762,34907059,34907626,34911662,34914420,	GART
ENST00000366093	chr21	-	34900571	34906936	34901996	34906936	8	34900571,34900824,34901155,34901872,34903064,34903794,34904650,34906884,	34900641,34900910,34901243,34902074,34903190,34903863,34904762,34906936,	GART
ENST00000466882	chr21	-	34900868	34903588	34903588	34903588	3	34900868,34901155,34903064,	34900910,34901243,34903588,	GART
ENST00000497313	chr21	-	34903015	34906985	34906985	34906985	4	34903015,34903794,34904650,34906884,	34903190,34903863,34904762,34906985,	GART
ENST00000430874	chr21	-	34903064	34915797	34903064	34911621	7	34903064,34903794,34904650,34906884,34907530,34911476,34915525,	34903190,34903863,34904762,34907059,34907626,34911662,34915797,	GART
ENST00000426819	chr21	-	34903092	34915099	34903092	34911621	7	34903092,34903794,34904650,34906884,34907530,34911476,34914965,	34903190,34903863,34904762,34907059,34907626,34911629,34915099,	GART
ENST00000476524	chr21	-	34903641	34914385	34914385	34914385	6	34903641,34904650,34906884,34907530,34911476,34914370,	34903863,34904762,34907059,34907626,34911662,34914385,	GART
ENST00000488791	chr21	-	34904078	34906978	34906978	34906978	2	34904078,34906884,	34904762,34906978,	GART
ENST00000438059	chr21	-	34906884	34915126	34906884	34911621	4	34906884,34907530,34911476,34914853,	34907059,34907626,34911629,34915126,	GART
ENST00000441403	chr21	-	34906892	34914669	34906892	34911621	4	34906892,34907530,34911476,34914370,	34907059,34907626,34911629,34914669,	GART
ENST00000356577	chr21	+	34914923	34949787	34915398	34948730	12	34914923,34918518,34921781,34929461,34931535,34931892,34939462,34941276,34945613,34947901,34948083,34948670,	34915475,34918685,34927697,34929622,34931682,34932081,34939573,34941393,34945761,34947973,34948199,34949787,	SON
ENST00000290239	chr21	+	34915349	34949812	34915398	34945626	13	34915349,34918518,34921781,34929461,34931535,34931892,34939462,34941276,34944856,34945613,34947901,34948083,34948670,	34915475,34918685,34927697,34929622,34931682,34932081,34939573,34941393,34944936,34945761,34947973,34948199,34949812,	SON
ENST00000381692	chr21	+	34915357	34949787	34915398	34948730	11	34915357,34918518,34929461,34931535,34931892,34939462,34941276,34945613,34947901,34948083,34948670,	34915475,34918685,34929622,34931682,34932081,34939573,34941393,34945761,34947973,34948199,34949787,	SON
ENST00000475072	chr21	+	34915357	34919058	34919058	34919058	2	34915357,34918518,	34915475,34919058,	SON
ENST00000455528	chr21	+	34915369	34949787	34915398	34945626	13	34915369,34918518,34921781,34929461,34931535,34931892,34939462,34941276,34944856,34945613,34947901,34948083,34948723,	34915475,34918685,34927697,34929622,34931682,34932081,34939573,34941393,34944936,34945761,34947973,34948199,34949787,	SON
ENST00000300278	chr21	+	34915369	34932973	34915398	34932437	7	34915369,34918518,34921781,34929461,34931535,34931892,34932182,	34915475,34918685,34927697,34929622,34931682,34932081,34932973,	SON
ENST00000381679	chr21	+	34915370	34931362	34915398	34929857	5	34915370,34918518,34921781,34929461,34929851,	34915475,34918685,34927697,34929622,34931362,	SON
ENST00000492229	chr21	+	34915375	34919345	34919345	34919345	3	34915375,34918518,34919306,	34915475,34918685,34919345,	SON
ENST00000436227	chr21	+	34924553	34949787	34924553	34948882	10	34924553,34929461,34931535,34931892,34939462,34941276,34945613,34947901,34948083,34948723,	34927697,34929622,34931682,34932081,34939573,34941393,34945761,34947973,34948199,34949787,	SON
ENST00000421541	chr21	+	34927354	34939773	34927354	34939654	5	34927354,34929461,34931535,34931892,34939462,	34927697,34929622,34931682,34932081,34939773,	SON
ENST00000439593	chr21	-	34931847	34950669	34950612	34950669	4	34931847,34933046,34945595,34950604,	34932013,34933260,34945678,34950669,	DONSON
ENST00000429093	chr21	+	34939465	34942504	34939465	34941935	4	34939465,34941276,34941881,34942400,	34939573,34941393,34942236,34942504,	SON
ENST00000474355	chr21	+	34939484	34941589	34941589	34941589	2	34939484,34941276,	34939573,34941589,	SON
ENST00000457208	chr21	+	34939490	34948819	34939490	34945626	7	34939490,34941276,34944856,34945613,34947901,34948083,34948670,	34939573,34941393,34944936,34945761,34947973,34948199,34948819,	SON
ENST00000467616	chr21	+	34942081	34948790	34948790	34948790	7	34942081,34944056,34944856,34945613,34947901,34948083,34948723,	34942236,34944094,34944936,34945761,34947973,34948199,34948790,	SON
ENST00000473102	chr21	+	34944040	34948775	34948775	34948775	6	34944040,34944856,34945613,34947901,34948083,34948670,	34944094,34944936,34945761,34947973,34948199,34948775,	SON
ENST00000484294	chr21	+	34944040	34948753	34948753	34948753	6	34944040,34944856,34945613,34947901,34948083,34948723,	34944094,34944936,34945761,34947973,34948199,34948753,	SON
ENST00000470533	chr21	+	34944174	34949070	34949070	34949070	6	34944174,34944856,34945613,34947901,34948083,34948723,	34944209,34944936,34945761,34947973,34948199,34949070,	SON
ENST00000478183	chr21	+	34944518	34949787	34949787	34949787	5	34944518,34945613,34947901,34948083,34948723,	34944936,34945761,34947973,34948199,34949787,	SON
ENST00000465834	chr21	+	34944832	34949187	34949187	34949187	5	34944832,34945613,34947901,34948083,34948670,	34944936,34945761,34947973,34948199,34949187,	SON
ENST00000477419	chr21	+	34945330	34948822	34948822	34948822	4	34945330,34947901,34948083,34948670,	34945761,34947973,34948199,34948822,	SON
ENST00000491794	chr21	+	34945519	34949288	34949288	34949288	4	34945519,34947901,34948083,34948723,	34945761,34947973,34948199,34949288,	SON
ENST00000595468	chr21	-	34947430	34947645	34947430	34947645	2	34947430,34947630,	34947451,34947645,	AP000304.1
ENST00000303113	chr21	-	34947782	34960976	34950612	34960947	11	34947782,34950604,34951655,34953607,34954256,34954470,34955793,34956895,34958283,34959827,34960626,	34948114,34950750,34951868,34953806,34954361,34954552,34955972,34957032,34958487,34959908,34960976,	DONSON
ENST00000453626	chr21	-	34949841	34960952	34950641	34960947	10	34949841,34951655,34953607,34954256,34954470,34955793,34956895,34958283,34959827,34960626,	34950750,34951723,34953806,34954361,34954552,34955972,34957074,34958487,34959908,34960952,	DONSON
